N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
46,59,37,black,medium,26.0,53.8,7.4,60.0,kharif,medium,7.2,Vidarbha,soybean
92,58,39,alluvial,high,33.4,73.1,6.2,332.1,kharif,high,7.0,Konkan,rice
115,67,152,alluvial,medium,12.7,59.5,5.5,60.1,rabi,medium,7.5,Western Maharashtra,potato
134,61,93,laterite,low,25.4,45.0,6.4,152.0,zaid,medium,6.3,Konkan,mango
46,52,13,red,low,26.1,40.4,6.8,41.9,kharif,low,7.3,Marathwada,bajra
179,83,163,red,medium,26.6,44.0,7.4,75.5,rabi,medium,6.8,Marathwada,grapes
85,77,33,alluvial,high,26.1,89.2,6.4,187.3,kharif,high,6.0,Vidarbha,rice
36,72,64,alluvial,medium,28.7,60.3,6.0,111.3,kharif,medium,6.9,Khandesh,groundnut
97,62,153,red,medium,21.1,61.6,6.1,73.7,rabi,medium,7.4,Vidarbha,potato
133,57,160,red,medium,27.3,54.1,6.6,19.2,rabi,medium,7.1,Marathwada,grapes
147,67,134,red,medium,27.8,67.9,6.1,80.7,rabi,medium,6.8,Western Maharashtra,potato
90,52,60,black,medium,30.5,60.6,7.9,115.7,rabi,medium,6.9,Western Maharashtra,maize
128,60,97,black,medium,19.9,63.8,7.1,80.2,rabi,medium,7.1,Western Maharashtra,onion
137,49,22,red,medium,25.6,72.0,7.1,80.8,kharif,low,6.8,Vidarbha,cotton
108,65,103,red,medium,28.7,47.9,7.1,47.8,zaid,medium,7.0,Khandesh,watermelon
32,87,37,alluvial,medium,27.9,66.6,6.1,69.9,kharif,medium,7.3,Marathwada,soybean
117,70,85,red,medium,36.5,63.4,6.3,153.2,zaid,medium,5.9,Western Maharashtra,mango
60,45,27,red,low,27.1,41.3,8.0,33.6,kharif,low,6.3,Khandesh,bajra
124,37,46,black,medium,18.5,47.3,6.5,55.7,rabi,medium,7.4,Western Maharashtra,wheat
133,53,68,alluvial,medium,22.6,35.0,6.4,114.6,rabi,medium,7.7,Khandesh,onion
36,46,32,black,medium,19.2,42.1,5.7,55.7,rabi,medium,6.7,Vidarbha,jowar
97,72,137,alluvial,medium,14.9,79.0,5.9,83.8,rabi,medium,6.3,Vidarbha,potato
131,43,39,red,medium,24.6,60.1,8.0,65.5,rabi,medium,7.2,Western Maharashtra,maize
141,45,142,red,medium,16.7,74.5,5.6,61.7,rabi,medium,6.9,Vidarbha,potato
77,29,35,laterite,low,28.6,47.4,6.8,33.1,kharif,low,6.3,Western Maharashtra,bajra
91,52,99,red,medium,31.4,55.5,6.1,47.2,zaid,medium,6.9,Khandesh,watermelon
60,59,35,alluvial,medium,22.7,70.2,6.3,68.2,kharif,medium,6.9,Vidarbha,soybean
129,57,107,red,medium,24.8,52.6,7.1,95.5,rabi,medium,7.0,Western Maharashtra,tomato
146,63,48,alluvial,medium,23.7,74.9,6.1,105.8,rabi,medium,6.5,Marathwada,maize
21,47,32,black,low,28.7,51.0,6.0,55.8,kharif,medium,6.8,Vidarbha,tur
115,84,113,alluvial,low,20.7,61.1,6.7,100.1,kharif,medium,7.6,Western Maharashtra,onion
129,64,79,red,medium,26.9,66.4,5.3,150.8,kharif,medium,8.2,Vidarbha,maize
109,61,91,red,high,23.9,46.4,7.1,37.8,zaid,medium,7.5,Western Maharashtra,watermelon
151,68,111,black,medium,21.7,62.4,6.9,93.6,zaid,medium,7.1,Marathwada,tomato
111,60,138,red,medium,20.3,59.5,5.7,44.6,rabi,medium,6.7,Vidarbha,potato
65,37,28,black,low,31.9,35.5,6.9,33.1,rabi,low,7.0,Marathwada,jowar
109,50,105,alluvial,high,28.6,57.7,6.8,48.0,zaid,medium,7.1,Khandesh,watermelon
122,56,72,black,medium,15.5,54.2,8.0,61.8,rabi,medium,7.7,Western Maharashtra,onion
114,35,40,laterite,high,32.7,85.8,6.3,392.9,kharif,high,5.9,Vidarbha,rice
120,85,219,black,medium,28.8,49.4,6.7,26.0,rabi,medium,7.0,Marathwada,grapes
115,50,103,alluvial,medium,22.7,54.9,6.4,59.4,kharif,medium,7.6,Marathwada,tomato
88,40,45,red,medium,34.1,82.6,5.4,242.6,zaid,low,5.6,Konkan,cashew
115,73,161,alluvial,medium,19.9,49.4,6.0,71.1,rabi,medium,7.0,Western Maharashtra,potato
148,88,135,alluvial,high,26.9,78.6,6.8,184.3,kharif,high,7.2,Marathwada,sugarcane
154,64,130,red,medium,27.1,75.0,7.0,62.6,zaid,medium,7.1,Marathwada,tomato
149,67,156,black,medium,14.4,56.0,7.7,83.0,rabi,medium,7.7,Marathwada,grapes
125,99,193,black,medium,28.8,56.4,5.9,55.4,rabi,medium,5.8,Marathwada,grapes
148,64,120,black,low,21.8,49.8,7.6,111.8,rabi,medium,6.5,Khandesh,onion
64,78,36,alluvial,medium,24.0,70.8,6.3,69.9,kharif,medium,7.1,Marathwada,soybean
93,34,51,alluvial,medium,20.8,55.6,6.2,32.1,rabi,medium,7.0,Vidarbha,wheat
135,57,32,red,low,31.5,62.2,6.2,82.1,kharif,low,6.6,Marathwada,cotton
144,80,66,alluvial,medium,25.6,69.2,6.2,67.4,kharif,medium,7.3,Western Maharashtra,maize
109,77,135,red,medium,25.1,41.2,7.9,61.6,rabi,medium,6.5,Western Maharashtra,grapes
66,35,11,black,low,26.3,37.8,6.8,48.1,kharif,low,7.1,Marathwada,bajra
92,49,113,alluvial,high,32.4,57.6,5.8,69.0,zaid,medium,6.7,Khandesh,watermelon
147,115,89,black,medium,28.5,55.0,7.5,167.8,rabi,high,7.7,Marathwada,sugarcane
116,77,123,alluvial,medium,24.2,69.3,6.5,67.0,rabi,medium,5.9,Marathwada,tomato
63,29,18,black,low,35.5,45.0,6.4,63.6,kharif,low,6.8,Marathwada,bajra
99,50,126,alluvial,medium,31.4,26.7,7.5,21.4,zaid,medium,7.5,Western Maharashtra,watermelon
111,35,106,alluvial,medium,35.4,55.0,6.4,44.7,zaid,medium,7.6,Western Maharashtra,watermelon
108,46,44,alluvial,medium,15.7,43.0,7.1,36.5,rabi,medium,6.6,Vidarbha,wheat
120,70,111,alluvial,high,22.7,84.9,7.1,102.8,kharif,medium,7.4,Western Maharashtra,turmeric
116,59,84,laterite,medium,30.0,64.2,5.5,298.1,zaid,medium,6.3,Western Maharashtra,mango
67,34,10,laterite,low,27.3,43.1,7.2,41.2,kharif,low,6.9,Marathwada,bajra
49,54,53,black,medium,25.2,80.4,5.7,61.6,kharif,medium,6.9,Vidarbha,soybean
95,55,73,red,medium,26.8,58.4,8.2,59.0,kharif,medium,6.6,Western Maharashtra,onion
42,54,39,alluvial,medium,27.7,57.1,6.9,44.5,kharif,medium,6.6,Marathwada,soybean
31,58,26,red,medium,28.2,36.0,6.3,62.5,kharif,medium,7.1,Marathwada,tur
112,46,34,alluvial,medium,19.2,61.6,7.8,61.9,rabi,medium,7.0,Vidarbha,wheat
122,82,151,red,medium,38.6,48.4,7.5,54.7,rabi,medium,6.8,Western Maharashtra,grapes
129,72,72,black,medium,30.2,54.7,5.9,55.9,kharif,medium,7.4,Vidarbha,maize
113,100,152,alluvial,medium,25.8,67.9,6.0,72.1,rabi,medium,5.7,Vidarbha,potato
149,77,135,alluvial,low,27.5,37.4,8.0,56.4,zaid,medium,7.3,Marathwada,pomegranate
84,61,55,black,high,40.0,81.0,5.5,226.8,kharif,high,7.1,Konkan,rice
120,50,121,alluvial,medium,33.5,25.3,6.9,58.5,zaid,low,6.8,Western Maharashtra,pomegranate
134,72,117,black,medium,26.8,66.9,6.4,110.7,zaid,medium,7.1,Western Maharashtra,tomato
130,46,115,black,medium,29.4,51.3,5.9,127.4,rabi,medium,6.4,Vidarbha,orange
82,59,39,black,medium,19.6,60.5,8.1,61.3,rabi,medium,7.1,Vidarbha,wheat
138,57,139,black,medium,33.1,46.5,8.0,55.4,rabi,low,7.2,Marathwada,pomegranate
148,61,142,alluvial,low,26.9,15.0,8.0,56.6,zaid,medium,7.4,Western Maharashtra,pomegranate
117,42,158,black,medium,31.2,61.4,6.8,68.7,rabi,medium,7.0,Marathwada,tomato
49,32,23,black,low,34.1,52.2,7.5,44.3,kharif,low,7.2,Marathwada,bajra
140,65,159,red,low,33.6,35.1,6.8,65.6,rabi,medium,7.3,Marathwada,pomegranate
133,58,47,laterite,high,27.7,83.6,5.5,307.9,kharif,high,6.6,Konkan,rice
71,36,45,red,low,39.1,60.2,6.8,59.3,rabi,medium,7.5,Western Maharashtra,jowar
116,75,70,red,medium,17.7,56.4,7.2,93.4,rabi,medium,7.6,Western Maharashtra,maize
146,89,106,alluvial,high,31.6,85.8,7.0,266.8,kharif,high,7.6,Western Maharashtra,sugarcane
113,68,49,alluvial,high,26.6,103.0,6.5,333.3,kharif,high,6.3,Konkan,rice
150,38,33,red,medium,24.0,68.7,6.2,77.7,kharif,medium,6.9,Vidarbha,cotton
121,49,100,red,low,33.6,72.2,6.5,250.9,zaid,medium,7.1,Western Maharashtra,mango
40,68,22,black,medium,22.8,45.0,7.2,69.7,kharif,low,7.4,Marathwada,tur
122,65,106,red,medium,22.6,80.8,6.1,165.4,zaid,medium,6.9,Western Maharashtra,mango
65,44,33,laterite,low,27.6,32.2,7.5,81.5,kharif,low,6.9,Khandesh,bajra
106,52,103,red,high,29.8,40.0,6.5,59.8,zaid,medium,7.1,Western Maharashtra,watermelon
110,53,120,alluvial,low,19.3,59.4,6.3,87.8,kharif,medium,7.2,Western Maharashtra,onion
16,56,34,black,low,24.4,42.2,6.6,60.0,kharif,low,7.3,Vidarbha,tur
38,56,49,alluvial,medium,22.8,58.6,6.3,86.8,kharif,medium,6.9,Marathwada,soybean
123,72,78,black,medium,14.1,58.2,6.4,55.5,rabi,medium,7.5,Western Maharashtra,onion
133,61,139,alluvial,medium,16.2,49.2,6.8,82.0,rabi,medium,6.9,Western Maharashtra,potato
103,82,167,laterite,medium,27.9,40.2,6.9,62.5,rabi,medium,6.6,Western Maharashtra,grapes
92,44,63,red,medium,28.7,64.8,6.5,230.5,zaid,medium,5.6,Konkan,cashew
47,38,48,alluvial,medium,25.2,57.5,6.5,91.8,kharif,medium,6.8,Western Maharashtra,groundnut
106,40,135,alluvial,high,25.8,53.8,7.3,32.1,zaid,medium,7.3,Western Maharashtra,watermelon
132,86,118,red,medium,16.9,63.7,5.8,73.9,rabi,medium,6.5,Western Maharashtra,potato
128,48,33,red,medium,22.9,52.9,6.0,97.9,kharif,medium,7.3,Western Maharashtra,maize
73,24,44,red,medium,29.2,79.5,5.0,224.5,zaid,low,5.1,Konkan,cashew
128,68,73,red,medium,24.9,69.1,7.1,99.4,kharif,medium,6.9,Western Maharashtra,maize
123,58,64,black,medium,29.8,57.6,6.8,35.8,rabi,medium,7.5,Vidarbha,wheat
118,69,76,black,medium,20.1,53.9,7.1,84.8,rabi,medium,7.4,Marathwada,maize
101,68,96,laterite,low,40.3,64.0,6.9,292.9,zaid,medium,7.1,Western Maharashtra,mango
67,20,24,red,low,30.9,17.9,6.9,32.3,kharif,low,7.4,Marathwada,bajra
48,29,31,red,low,34.0,34.2,6.5,28.2,kharif,low,7.1,Marathwada,bajra
29,62,53,alluvial,medium,31.1,59.3,6.6,70.0,kharif,medium,7.9,Khandesh,groundnut
208,119,120,black,medium,28.0,84.1,6.2,187.4,kharif,high,7.5,Western Maharashtra,sugarcane
100,55,67,laterite,medium,41.6,73.1,6.0,264.5,zaid,medium,6.5,Western Maharashtra,mango
95,32,67,red,low,23.7,80.4,6.2,191.2,zaid,low,6.1,Konkan,cashew
45,86,68,red,medium,27.7,54.2,6.2,110.7,kharif,medium,7.0,Khandesh,groundnut
74,54,50,red,medium,40.0,67.4,5.7,261.3,zaid,low,6.0,Konkan,cashew
143,51,139,red,medium,40.0,62.2,7.1,88.7,rabi,medium,6.5,Vidarbha,orange
142,59,91,black,high,19.6,80.7,6.4,173.9,kharif,medium,6.1,Marathwada,turmeric
94,60,29,black,medium,23.7,35.3,6.6,53.7,rabi,medium,7.5,Vidarbha,wheat
106,60,84,laterite,medium,37.9,69.8,6.7,173.6,zaid,medium,6.6,Konkan,mango
111,50,108,red,medium,27.7,62.2,5.8,49.9,kharif,medium,7.0,Western Maharashtra,onion
82,67,44,alluvial,high,31.7,96.7,5.3,266.0,kharif,high,7.3,Konkan,rice
127,63,100,red,medium,27.0,59.4,5.7,162.5,zaid,medium,6.5,Western Maharashtra,mango
149,55,65,laterite,low,26.1,59.6,6.4,281.1,zaid,medium,6.6,Western Maharashtra,mango
118,53,109,alluvial,medium,27.7,41.7,6.3,36.8,zaid,medium,7.6,Western Maharashtra,watermelon
121,130,161,black,medium,38.3,55.3,7.5,91.6,rabi,medium,7.6,Marathwada,grapes
17,56,30,black,low,27.3,49.8,5.6,68.9,kharif,medium,6.7,Vidarbha,tur
76,76,127,red,low,23.2,50.0,8.3,49.1,zaid,medium,7.3,Western Maharashtra,pomegranate
39,79,42,red,medium,27.5,71.6,6.7,92.7,kharif,medium,7.3,Khandesh,groundnut
152,85,148,black,medium,23.7,33.8,7.4,58.2,rabi,medium,6.8,Marathwada,grapes
65,70,42,black,medium,21.6,70.5,7.6,75.1,kharif,medium,7.8,Marathwada,soybean
106,50,62,laterite,low,34.7,60.8,6.0,181.5,zaid,medium,5.5,Konkan,mango
108,73,108,black,medium,23.4,42.0,7.9,49.1,rabi,low,6.7,Western Maharashtra,pomegranate
149,81,105,alluvial,medium,18.3,75.5,6.1,54.4,rabi,medium,6.0,Vidarbha,potato
91,59,52,black,medium,16.7,50.9,7.3,39.3,rabi,medium,7.8,Western Maharashtra,wheat
131,63,93,black,high,22.7,80.4,5.3,90.0,kharif,high,7.2,Marathwada,turmeric
77,30,26,black,low,32.9,29.8,7.7,40.0,kharif,low,7.8,Marathwada,bajra
94,59,143,alluvial,medium,25.8,66.0,6.4,69.3,kharif,medium,6.3,Western Maharashtra,tomato
94,50,41,black,low,37.8,56.2,6.0,68.1,rabi,medium,7.8,Vidarbha,jowar
68,35,48,laterite,high,29.1,82.5,5.5,400.7,kharif,high,6.1,Vidarbha,rice
115,83,130,alluvial,medium,23.1,73.6,6.9,261.6,kharif,medium,6.2,Marathwada,turmeric
90,79,156,red,medium,16.0,72.3,5.5,64.7,rabi,medium,6.2,Western Maharashtra,potato
117,44,42,black,medium,20.4,55.4,6.2,40.8,rabi,medium,6.2,Vidarbha,wheat
95,54,77,laterite,medium,21.0,69.9,5.4,275.0,zaid,low,6.5,Konkan,cashew
92,77,147,black,medium,31.9,53.4,7.1,39.1,rabi,medium,7.5,Marathwada,grapes
93,36,87,alluvial,medium,31.7,50.3,6.5,76.1,zaid,medium,6.2,Western Maharashtra,watermelon
101,47,43,alluvial,medium,21.3,28.2,7.0,54.6,rabi,medium,7.0,Western Maharashtra,wheat
73,35,43,black,high,30.1,87.0,5.7,385.0,kharif,high,6.5,Western Maharashtra,rice
20,63,53,alluvial,medium,32.5,56.8,7.1,98.6,kharif,medium,7.4,Khandesh,groundnut
71,72,19,black,medium,21.3,74.0,8.3,109.2,kharif,low,7.3,Vidarbha,cotton
151,62,37,red,low,29.7,71.3,6.4,70.7,kharif,low,7.0,Vidarbha,cotton
90,62,52,alluvial,medium,30.0,66.6,6.2,33.5,kharif,medium,7.2,Vidarbha,soybean
174,119,127,black,high,31.4,82.7,8.0,192.5,rabi,high,6.8,Western Maharashtra,sugarcane
124,59,127,red,medium,16.4,67.2,6.4,83.6,rabi,medium,7.4,Vidarbha,potato
137,47,97,black,medium,25.1,63.1,7.0,78.5,zaid,medium,6.4,Western Maharashtra,tomato
147,65,164,laterite,medium,24.7,43.6,7.2,59.2,rabi,medium,7.6,Western Maharashtra,grapes
111,46,51,black,high,28.3,77.8,5.3,302.3,kharif,high,7.0,Konkan,rice
82,63,78,alluvial,high,30.0,45.2,6.2,47.4,zaid,medium,6.8,Khandesh,watermelon
101,64,91,red,medium,26.0,59.3,6.0,174.4,zaid,medium,7.1,Konkan,mango
104,28,126,alluvial,medium,30.7,48.4,6.1,40.5,zaid,medium,6.6,Western Maharashtra,watermelon
129,64,108,alluvial,high,25.1,83.2,7.3,208.3,kharif,high,7.0,Western Maharashtra,sugarcane
107,58,96,red,medium,34.3,44.3,6.9,104.9,rabi,medium,6.3,Vidarbha,orange
95,75,61,red,low,27.0,67.8,7.0,214.7,zaid,medium,6.4,Konkan,mango
137,60,80,black,medium,30.8,68.3,5.6,71.1,kharif,medium,6.9,Western Maharashtra,maize
89,90,141,black,medium,34.3,45.5,8.0,46.4,rabi,low,7.4,Marathwada,pomegranate
87,71,67,black,medium,11.4,39.2,7.2,57.7,rabi,medium,7.4,Western Maharashtra,wheat
112,94,165,black,medium,21.8,66.7,7.9,60.1,rabi,medium,8.2,Western Maharashtra,grapes
30,54,55,red,medium,26.7,40.3,6.4,88.1,kharif,medium,6.9,Western Maharashtra,groundnut
46,50,21,red,medium,20.9,43.6,5.9,67.9,kharif,medium,7.1,Marathwada,tur
125,84,105,black,medium,28.1,47.3,6.3,77.2,rabi,medium,7.2,Vidarbha,orange
78,66,80,red,medium,27.4,80.8,6.2,185.1,zaid,low,6.6,Konkan,mango
120,70,102,red,medium,25.8,61.7,6.5,82.5,kharif,medium,7.0,Marathwada,tomato
44,48,46,black,medium,20.0,58.7,5.4,48.6,kharif,medium,7.0,Western Maharashtra,soybean
116,59,123,black,low,20.2,64.0,6.9,51.4,kharif,medium,7.8,Khandesh,onion
127,66,100,black,medium,31.0,49.2,6.6,122.0,rabi,medium,6.8,Vidarbha,orange
79,39,46,laterite,low,32.5,83.4,5.2,197.8,zaid,medium,6.4,Konkan,cashew
87,48,27,red,medium,31.2,42.1,6.6,68.5,kharif,low,6.7,Marathwada,jowar
141,81,122,red,medium,16.9,68.0,5.9,64.4,rabi,medium,5.7,Western Maharashtra,potato
30,80,48,red,medium,20.2,54.9,6.6,84.1,kharif,medium,6.7,Western Maharashtra,groundnut
91,45,41,laterite,low,29.0,84.8,6.0,207.7,zaid,medium,6.5,Konkan,cashew
129,38,50,alluvial,medium,18.8,62.9,6.3,50.9,rabi,medium,6.2,Vidarbha,wheat
117,57,117,alluvial,medium,25.2,55.1,5.7,62.6,rabi,medium,6.3,Marathwada,tomato
90,43,53,black,high,29.9,96.9,6.4,229.3,kharif,high,6.9,Western Maharashtra,rice
100,65,58,black,medium,28.0,63.4,6.4,134.5,rabi,medium,6.8,Western Maharashtra,maize
94,40,26,black,medium,20.6,56.5,6.5,49.8,rabi,medium,6.4,Western Maharashtra,wheat
74,38,12,red,low,27.9,33.1,6.6,33.5,kharif,low,7.2,Khandesh,bajra
141,88,102,alluvial,medium,17.0,55.0,6.6,182.3,kharif,high,7.5,Western Maharashtra,turmeric
88,80,90,red,medium,27.8,60.3,5.1,77.8,rabi,medium,6.4,Western Maharashtra,potato
90,49,68,laterite,medium,28.0,81.2,5.4,310.7,zaid,medium,5.9,Konkan,cashew
76,56,30,red,low,32.7,77.2,6.4,267.8,zaid,medium,4.9,Konkan,cashew
99,62,48,black,high,24.5,77.4,5.7,316.2,kharif,high,7.4,Konkan,rice
118,42,96,laterite,low,32.5,70.2,6.7,156.9,zaid,medium,5.8,Konkan,mango
95,91,108,black,medium,30.5,50.2,7.4,70.0,zaid,medium,7.1,Western Maharashtra,pomegranate
91,81,173,red,medium,18.7,73.1,5.8,49.1,rabi,medium,6.6,Vidarbha,potato
183,93,113,black,high,27.6,77.6,6.5,160.5,kharif,high,7.1,Western Maharashtra,sugarcane
123,63,89,black,medium,13.3,54.7,6.9,80.9,kharif,medium,6.3,Western Maharashtra,onion
77,37,24,red,low,29.4,51.5,7.1,66.7,rabi,medium,7.5,Western Maharashtra,jowar
98,79,36,black,medium,19.9,51.2,7.4,66.5,rabi,medium,7.0,Vidarbha,wheat
136,63,121,alluvial,high,28.4,79.6,7.5,164.9,kharif,medium,7.0,Marathwada,turmeric
121,58,42,black,medium,26.5,49.7,7.0,50.6,rabi,medium,6.8,Vidarbha,wheat
27,60,32,alluvial,medium,27.0,48.8,6.3,79.5,kharif,medium,7.9,Western Maharashtra,groundnut
146,101,116,alluvial,high,22.1,76.3,7.6,191.9,kharif,high,7.0,Western Maharashtra,sugarcane
34,89,20,red,medium,25.0,46.1,6.8,92.1,kharif,medium,7.6,Khandesh,groundnut
119,44,46,alluvial,medium,16.7,62.2,6.3,44.7,rabi,medium,7.5,Vidarbha,wheat
73,77,119,black,medium,19.4,55.5,6.0,87.0,kharif,medium,6.5,Marathwada,tomato
112,56,117,red,medium,17.7,54.7,7.5,101.7,rabi,medium,6.8,Vidarbha,orange
127,40,101,alluvial,high,25.6,91.1,6.2,167.4,kharif,medium,6.9,Western Maharashtra,turmeric
98,65,124,red,low,32.2,42.4,7.8,63.0,zaid,low,7.2,Western Maharashtra,pomegranate
123,72,81,red,medium,30.1,80.5,5.6,231.8,zaid,low,5.7,Western Maharashtra,mango
94,50,88,laterite,low,36.9,74.8,5.2,223.3,zaid,low,6.5,Western Maharashtra,mango
126,62,110,alluvial,medium,20.7,54.6,6.4,130.0,zaid,medium,6.4,Marathwada,tomato
170,57,128,red,medium,33.5,62.1,7.1,108.9,rabi,medium,7.0,Vidarbha,orange
137,87,116,black,medium,32.7,62.5,6.2,194.9,kharif,medium,6.4,Western Maharashtra,turmeric
102,73,71,laterite,low,27.4,75.9,5.3,219.4,zaid,medium,7.1,Western Maharashtra,mango
65,13,31,laterite,low,34.7,36.2,6.8,51.7,kharif,low,6.0,Western Maharashtra,bajra
123,55,37,black,medium,37.0,66.9,6.4,84.6,kharif,medium,6.1,Khandesh,cotton
65,38,40,black,medium,33.1,56.9,7.0,50.2,rabi,low,6.5,Western Maharashtra,jowar
143,78,89,black,high,26.3,74.8,6.8,154.9,kharif,medium,7.1,Marathwada,turmeric
37,54,23,red,low,33.7,56.1,6.7,71.8,kharif,medium,7.2,Vidarbha,tur
126,63,141,alluvial,medium,16.6,65.9,6.2,80.4,rabi,medium,6.4,Western Maharashtra,potato
68,45,55,black,medium,18.7,61.6,6.4,60.6,rabi,medium,6.6,Vidarbha,wheat
124,55,101,alluvial,high,28.7,77.1,7.0,256.4,kharif,medium,7.0,Marathwada,turmeric
72,43,15,black,low,28.3,53.5,6.8,56.5,kharif,low,7.0,Khandesh,bajra
47,59,43,red,medium,22.6,46.9,6.6,101.5,kharif,medium,6.7,Khandesh,groundnut
109,46,19,red,medium,24.6,50.0,7.8,101.4,kharif,medium,7.6,Khandesh,cotton
21,68,33,red,medium,30.7,36.0,6.0,72.3,kharif,medium,7.0,Vidarbha,tur
58,36,32,red,low,32.6,49.0,6.6,90.0,kharif,low,7.3,Marathwada,bajra
145,83,114,black,medium,36.3,71.3,5.4,258.7,kharif,high,7.4,Western Maharashtra,turmeric
86,45,14,red,low,27.4,56.3,5.7,52.2,rabi,low,7.2,Marathwada,jowar
61,39,23,red,medium,29.2,33.3,6.4,42.6,rabi,low,7.1,Western Maharashtra,jowar
48,72,36,black,medium,24.8,70.3,8.3,82.1,kharif,medium,6.5,Marathwada,soybean
110,47,29,red,low,29.3,72.3,6.3,63.9,kharif,low,6.5,Marathwada,cotton
88,85,127,red,medium,23.3,74.6,5.9,76.5,rabi,medium,6.6,Vidarbha,potato
42,48,62,red,medium,20.0,48.9,6.3,87.6,kharif,medium,6.8,Western Maharashtra,groundnut
113,37,29,laterite,medium,27.2,77.8,5.0,173.4,zaid,low,6.1,Konkan,cashew
61,53,42,black,medium,24.1,61.8,6.6,53.0,kharif,medium,7.4,Vidarbha,soybean
41,45,50,red,medium,26.4,53.8,6.7,68.2,kharif,medium,7.0,Western Maharashtra,groundnut
134,73,65,alluvial,medium,26.5,51.9,6.2,110.2,rabi,medium,7.5,Western Maharashtra,maize
107,20,39,black,high,35.3,90.9,5.4,247.9,kharif,high,6.8,Vidarbha,rice
90,75,52,black,medium,26.7,53.0,6.9,86.1,kharif,medium,6.5,Marathwada,soybean
107,42,80,laterite,medium,31.2,93.9,6.2,331.4,zaid,low,5.4,Konkan,cashew
122,65,90,alluvial,medium,21.2,66.0,7.3,88.1,rabi,medium,6.4,Khandesh,onion
54,66,40,black,medium,24.6,85.0,6.5,77.7,kharif,medium,6.6,Marathwada,soybean
36,67,27,red,medium,30.8,69.8,7.3,52.2,kharif,medium,6.3,Vidarbha,tur
79,32,99,red,high,31.3,38.7,6.8,50.6,zaid,medium,7.3,Khandesh,watermelon
156,69,91,red,medium,23.0,68.2,5.8,66.5,rabi,medium,7.2,Vidarbha,potato
166,46,115,red,medium,10.0,57.5,7.3,93.9,rabi,medium,6.6,Western Maharashtra,onion
230,97,130,alluvial,medium,25.0,86.2,8.4,197.0,kharif,high,6.9,Marathwada,sugarcane
29,74,28,red,medium,24.5,41.3,6.6,79.5,kharif,low,7.1,Marathwada,tur
99,71,98,alluvial,low,14.2,39.3,6.7,39.3,rabi,medium,6.1,Western Maharashtra,onion
148,30,105,red,medium,23.1,83.6,7.8,119.3,rabi,medium,6.8,Marathwada,maize
121,58,91,red,low,36.5,80.6,6.7,212.6,zaid,low,6.3,Western Maharashtra,mango
129,67,54,black,high,37.0,81.1,5.4,295.0,kharif,high,6.4,Vidarbha,rice
101,48,125,red,medium,24.8,50.6,6.0,59.8,zaid,medium,5.9,Western Maharashtra,watermelon
107,31,107,red,high,30.4,41.0,6.4,39.6,zaid,medium,6.5,Western Maharashtra,watermelon
99,55,144,alluvial,high,28.2,27.9,6.4,55.3,zaid,medium,6.5,Western Maharashtra,watermelon
105,54,81,red,medium,36.6,51.9,6.5,237.2,zaid,medium,6.1,Western Maharashtra,mango
93,33,63,laterite,medium,31.9,88.3,5.9,233.1,zaid,medium,5.6,Konkan,cashew
130,51,46,black,medium,24.5,53.1,6.4,47.8,kharif,low,6.7,Khandesh,cotton
104,55,150,black,low,21.0,69.4,7.8,70.9,kharif,medium,7.2,Khandesh,onion
118,70,135,alluvial,medium,16.7,64.6,5.9,49.1,rabi,medium,7.4,Western Maharashtra,potato
35,75,56,alluvial,medium,28.1,50.5,6.6,77.4,kharif,medium,6.6,Western Maharashtra,groundnut
118,47,109,alluvial,low,17.7,62.4,7.4,97.9,kharif,medium,6.9,Western Maharashtra,onion
123,40,40,laterite,high,25.6,83.7,5.3,164.5,kharif,high,6.0,Vidarbha,rice
160,68,202,black,medium,35.1,45.3,7.2,50.1,rabi,medium,6.8,Western Maharashtra,grapes
145,78,103,black,medium,35.6,71.9,5.4,205.0,kharif,high,6.4,Marathwada,turmeric
124,58,54,alluvial,medium,16.5,32.3,7.1,35.9,rabi,medium,6.3,Western Maharashtra,wheat
130,75,106,red,medium,24.8,80.0,6.5,72.1,rabi,medium,7.3,Marathwada,tomato
122,46,50,black,high,29.1,98.1,5.6,318.4,kharif,high,6.5,Western Maharashtra,rice
151,46,146,black,low,26.5,42.9,7.5,52.8,rabi,medium,8.1,Marathwada,pomegranate
114,82,145,red,medium,19.3,70.5,6.1,39.2,rabi,medium,7.3,Vidarbha,potato
143,69,85,black,medium,24.2,65.7,7.2,147.7,kharif,medium,7.5,Vidarbha,maize
85,45,28,red,low,32.0,44.0,6.8,55.1,rabi,medium,7.1,Western Maharashtra,jowar
118,63,35,laterite,high,29.0,88.5,5.6,229.5,kharif,high,6.0,Vidarbha,rice
123,67,59,laterite,low,31.9,70.2,6.9,160.2,zaid,low,7.1,Konkan,mango
82,45,18,red,low,33.7,44.2,7.3,68.7,kharif,low,6.5,Western Maharashtra,bajra
161,48,113,black,medium,20.6,48.2,6.1,96.1,rabi,medium,7.3,Vidarbha,orange
156,61,67,red,medium,22.5,52.2,6.1,74.0,rabi,medium,5.9,Marathwada,maize
127,68,63,black,medium,20.0,64.0,6.8,107.3,kharif,medium,7.1,Marathwada,maize
